school,subject,course,ID,"Disciplinary
Belonging.Score.pre","Disciplinary
Belonging.Score.Range.pre","Disciplinary
Belonging.Score.SD.pre",Community_1.pre,Community_2.pre,Community_3.pre,"Disciplinary
Belonging.Score.post","Disciplinary
Belonging.Score.Range.post","Disciplinary
Belonging.Score.SD.post",Community_1.post,Community_2.post,Community_3.post,"Disciplinary
Belonging.Score.diff",Self-Efficacy.Score.pre,Self-Efficacy.Score.Range.pre,Self-Efficacy.Score.SD.pre,Efficacy_1.pre,Efficacy_2.pre,Efficacy_3.pre,Efficacy_4.pre,Efficacy_5.pre,Self-Efficacy.Score.post,Self-Efficacy.Score.Range.post,Self-Efficacy.Score.SD.post,Efficacy_1.post,Efficacy_2.post,Efficacy_3.post,Efficacy_4.post,Efficacy_5.post,Self-Efficacy.Score.diff,"Social
Belonging.Score.mid","Social
Belonging.Score.Range.mid","Social
Belonging.Score.SD.mid",SocialBelongingMid_1.mid,SocialBelongingMid_2.mid,SocialBelongingMid_3.mid,SocialBelongingMid_4.mid,SocialBelongingMid_5.mid,SocialBelongingMid_6.mid,SocialBelongingMid_7.mid,SocialBelongingMid_8.mid,SocialBelongingMid_9.mid,SocialBelongingMid_10.mid,"Course
Climate.Score.mid","Course
Climate.Score.Range.mid","Course
Climate.Score.SD.mid",Climate1Mid_1.mid,Climate1Mid_2.mid,Climate1Mid_3.mid,Climate1Mid_4.mid,Climate1Mid_5.mid,Climate1Mid_6.mid,Climate1Mid_7.mid,Climate1Mid_8.mid,Climate1Mid_9.mid,Climate2Mid_1.mid,Climate2Mid_2.mid,Climate2Mid_3.mid,Climate2Mid_4.mid,Climate2Mid_5.mid,Climate2Mid_6.mid,Climate2Mid_7.mid,Climate2Mid_8.mid,Climate2Mid_9.mid,Climate3Mid_1.mid,Climate3Mid_2.mid,Climate3Mid_3.mid,Climate3Mid_4.mid,Climate3Mid_5.mid,Climate3Mid_6.mid,Climate3Mid_7.mid,Climate3Mid_8.mid,Major,Major_9_TEXT,CourseInfluMaj_1,DiscPicture.pre,DiscPicture.post,survey,BarriersClosed1_1,BarriersClosed1_2,BarriersClosed1_3,BarriersClosed1_4,BarriersClosed1_5,BarriersClosed1_6,BarriersClosed2_7,BarriersClosed2_8,BarriersClosed2_9,BarriersClosed2_10,BarriersClosed2_11,BarriersClosed2_12,IndigenousIdentity,TwoSpirit,GeographicOrigin,RaceIdentity,RaceIdentity_10_TEXT,Racialization,ParentEducation,GenderIdentity,GenderIdentity_5_TEXT,TransIdentity,TransIdentity_4_TEXT,SexualIdentity,SexualIdentity_7_TEXT,LanguagesSchool,LanguagesSchool_18_TEXT,LanguagesHome,LanguagesHome_18_TEXT,WhenCanada,DisabilitySpecific,DisabilitySpecific_9_TEXT,DisabilityImpacts1,DisabilityImpacts1_6_TEXT,DisabilityImpacts2,DisabilityImpacts2_13_TEXT,PaidWork_5,Enrichment_1,Commuting_1,PersonalCommitments_1,NonExam,TermExam,FinalExam,TotalGrade,WeightedExam,Other,section
YorkU,Chemistry,CHEM 1000,8af91a52b8f227f1,5.666666666666667,1,0.5773502691896258,6,5,6,5.333333333333333,2,1.1547005383792517,4,6,6,-0.3333333333333339,5.2,1,0.44721359549995787,5,6,5,5,5,6.2,1,0.44721359549995787,6,7,6,6,6,1,3.8,5,2.3475755815545347,2,6,6,6,1,1,2,6,6,2,3.9615384615384617,6,1.4827209914415924,5,4,3,3,5,6,5,5,5,5,3,2,3,1,5,5,5,3,3,5,2,4,2,5,7,2,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,0,My Chem prof,My Chem prof and fellow class mates,3,6,10,6,8,0,6,4,6,5,8,8,2,No,NA,NA,"White (examples: European descent including German, Scottish, etc.)",NA,No,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Heterosexual/Straight,NA,English,NA,English,NA,Kindergarten or earlier,"Blind/Visually impaired,Mental health condition (e.g., depression, anxiety, etc.)",NA,None of the above,NA,"Concentrating, learning, and/or remembering,Energy and fatigue",NA,0,0,0,0,64.36052777777778,44.166,41.22,58.040510000000005,42.603428571428566,NA,
YorkU,Chemistry,CHEM 1000,8c35f5ba02205ef8,3,3,1.7320508075688772,4,1,4,NA,NA,NA,NA,NA,NA,NA,5.2,3,1.0954451150103321,5,7,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,6,1.911950719959998,7,2,4,1,2,1,3,5,2,2,4.730769230769231,6,1.6138820851026832,7,5,4,3,5,6,6,4,5,5,2,4,5,3,4,6,7,7,4,4,5,7,4,7,1,3,NA,NA,NA,lab coat  + googles  + making weird colored solution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,I am not certain,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"English,Urdu",NA,Urdu,NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,5,8,7,69.79550833333333,50.834,75.68,78.30141499999999,57.46657142857143,NA,
YorkU,Chemistry,CHEM 1000,8cfafcdd941a6afd,6,0,0,6,6,6,5.666666666666667,1,0.5773502691896258,5,6,6,-0.33333333333333304,5.6,1,0.5477225575051662,5,6,6,5,6,5.6,1,0.5477225575051662,5,6,6,5,6,0,5,3,0.816496580927726,5,6,5,5,6,5,5,5,5,3,5.384615384615385,3,1.0228166239135177,6,5,5,6,6,6,6,6,6,6,3,6,6,5,6,6,4,6,6,6,5,6,3,6,3,5,"other (e.g. social sciences, humanities, business)",Atmospheric Science,0,I picture a scholar or highly accomplished scientist/chemist when I think of this community.,I imagine a bright scientist or someone who is highly educated when I think of this community or really any science community member.,3,1,2,2,2,0,2,2,2,2,1,1,4,No,NA,NA,"White (examples: European descent including German, Scottish, etc.)",NA,No,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,English,NA,English,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,10,3,0,71.79255833333333,42.459,59.12,71.711905,48.14142857142856,NA,
YorkU,Chemistry,CHEM 1000,8e55e0d512c4d3db,3.3333333333333335,1,0.5773502691896258,3,4,3,4,2,1,3,5,4,0.6666666666666665,5,2,0.7071067811865476,4,6,5,5,5,3.8,2,0.8366600265340756,3,5,4,4,3,-1.2000000000000002,2.8,2,0.7888106377466155,3,3,2,2,4,4,3,2,3,2,5.230769230769231,4,0.9080833577460742,5,4,5,5,5,3,5,5,5,6,6,6,6,7,6,5,4,6,6,6,5,4,4,5,6,6,"other (e.g. social sciences, humanities, business)",Psychology,0,"Future Doctors, Medical School students, future scientists","Scientists, doctors, chemists, medical students, pharmacists, etc",3,6,2,2,2,1,5,5,1,1,3,2,1,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,No,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"English,Persian / Farsi",NA,Persian / Farsi,NA,Grade 5,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,14,5,0,66.693375,NA,12.16,33.641175000000004,NA,NA,
YorkU,Chemistry,CHEM 1000,930fb0865053e860,3.6666666666666665,3,1.5275252316519465,2,4,5,4,4,2,4,6,2,0.3333333333333335,7,0,0,7,7,7,7,7,6.2,1,0.44721359549995787,6,7,6,6,6,-0.7999999999999998,5.3,4,1.2516655570345725,7,6,6,5,4,6,4,6,6,3,6,5,1.6733200530681511,7,7,7,7,7,7,7,7,7,7,4,2,7,4,7,7,7,7,4,7,4,7,4,7,2,6,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,0,someone who works in a lab and sees how chemicals interact with each other,I am not sure,3,10,5,6,5,5,5,5,5,7,5,5,7,No,NA,NA,"Black (examples: African, Afro-Caribbean, African-Canadian descent),Southeast Asian (examples: Filipino, Vietnamese, Cambodian, Thai, Indonesian descent)",NA,Yes,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Filipino / Tagalog,French",NA,English,NA,Kindergarten or earlier,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.070583333333325,NA,47.3,61.96217,NA,NA,
YorkU,Chemistry,CHEM 1000,95243ef560dd4d96,4,4,2,4,2,6,6,0,0,6,6,6,2,5.8,2,0.8366600265340756,7,6,5,5,6,4.4,1,0.5477225575051662,4,5,5,4,4,-1.3999999999999995,1.5,4,1.2692955176439846,1,1,1,1,5,1,2,1,1,1,4.538461538461538,6,1.580652250958932,4,2,5,4,4,1,4,7,4,4,1,6,6,4,5,6,6,5,4,5,4,7,5,6,6,3,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,0,I imagine them as researchers in laboratory.,The type of person would be someone who works in a lab.,3,2,4,2,4,9,5,5,5,5,4,4,9,No,NA,NA,"Black (examples: African, Afro-Caribbean, African-Canadian descent)",NA,I am not certain,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"English,Korean",NA,Korean,NA,Grade 10,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,10,5,14,4,73.764375,NA,NA,28.258454999999998,NA,NA,
YorkU,Chemistry,CHEM 1000,98615271138abb52,4.333333333333333,5,2.8867513459481287,6,1,6,6,0,0,6,6,6,1.666666666666667,6.4,1,0.5477225575051661,6,7,6,6,7,6,0,0,6,6,6,6,6,-0.40000000000000036,5,3,0.816496580927726,5,5,5,5,6,3,6,5,5,5,5.961538461538462,3,0.6621642835894568,6,6,5,6,6,5,6,6,6,6,6,6,6,7,6,7,6,7,7,6,6,6,4,6,6,5,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,3,I think they are curious about the chemical phenomenon and creative to find solutions for different problems.,"When I think of chemistry community , I imagine intelligent and advanced analytical individuals who have critical thinking skills .They likely have a strong foundation in mathematics, physics and the other related fields that contribute to their deep understanding of the chemical world.",3,4,5,4,0,4,4,8,3,8,9,2,8,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,No,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"English,Persian / Farsi,Not listed. Please specify (optional):",Turkish,"Persian / Farsi,Not listed. Please specify (optional):",Turkish,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,19,14,0,66.447625,48.291000000000004,56.76,73.66242500000001,52.194,NA,
YorkU,Chemistry,CHEM 1000,986e28d688f9cc52,4.333333333333333,1,0.5773502691896258,4,4,5,4,0,0,4,4,4,-0.33333333333333304,4.6,2,0.8944271909999159,4,6,4,5,4,4.6,1,0.5477225575051661,4,5,5,5,4,0,5.4,2,0.6992058987801011,6,6,6,5,6,6,4,5,5,5,5.576923076923077,3,1.1374735838014673,6,5,4,7,6,5,6,7,5,5,4,4,4,6,5,7,4,6,7,6,7,5,4,7,7,6,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,1,"Someone who is well-organized and productive, especially in that context. These people are naturally curious and care deeply about doing things fairly.",People in the Chemistry community are practical people in such a way that they always seek the most straightforward approaches to issues. I picture them as people who cannot get enough of information or data and always question it and its discrepancies.,3,6,4,5,4,2,4,5,5,4,5,5,3,No,NA,NA,"Southeast Asian (examples: Filipino, Vietnamese, Cambodian, Thai, Indonesian descent)",NA,I am not certain,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Filipino / Tagalog",NA,"English,Filipino / Tagalog",NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,NA,5,NA,2,73.450625,54.709,66.22,79.92682500000001,57.7,NA,
YorkU,Chemistry,CHEM 1000,9891e0e684f8a5ff,4.666666666666667,1,0.5773502691896258,5,5,4,4.666666666666667,3,1.5275252316519465,3,6,5,0,4.4,1,0.5477225575051662,4,5,4,5,4,5.2,1,0.44721359549995787,5,6,5,5,5,0.7999999999999998,4.9,6,1.7288403306519922,7,3,5,1,5,6,5,6,6,5,5,6,1.8110770276274832,5,4,1,6,5,6,7,1,7,6,3,7,4,5,7,1,6,6,5,4,5,5,6,6,7,5,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,-1,Anyone who works with matter and their states,"Anyone who works with matter (i.e, materials, things, etc) and how they are built/manipulated",3,3,2,6,6,7,1,6,7,7,1,0,2,No,NA,NA,"Black (examples: African, Afro-Caribbean, African-Canadian descent)",NA,Yes,"My parent(s)/guardian(s) have not completed a university degree, but may hold a high school diploma, college-level certificate/diploma, or an incomplete college or university degree",Man,NA,No,NA,Heterosexual/Straight,NA,English,NA,English,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,24,0,4,4,71.60079999999998,63,79.73,87.83923999999999,67.6332857142857,NA,
YorkU,Chemistry,CHEM 1000,99451fc9a1023414,6,0,0,6,6,6,7,0,0,7,7,7,1,6,0,0,6,6,6,6,6,7,0,0,7,7,7,7,7,1,1.9,6,2.024845673131659,4,1,1,1,1,1,7,1,1,1,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,3,NA,NA,3,8,8,8,8,8,2,1,1,8,1,8,1,No,NA,NA,"East Asian (examples: Chinese, Korean, Japanese, Taiwanese descent)",NA,No,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"Cantonese,English,Mandarin",NA,"Cantonese,Mandarin",NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,5,5,15,0,71.62219166666667,59.959,78.38,86.41504499999999,66.06228571428571,NA,
YorkU,Chemistry,CHEM 1000,9a6c2835287ed2bb,NA,NA,NA,NA,NA,NA,6,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1,0.5477225575051661,6,7,6,6,7,NA,3.4,3,1.4298407059684812,3,5,2,5,5,2,2,5,3,2,5.538461538461538,5,1.3922864426767714,6,2,4,6,6,7,6,6,6,6,2,7,5,7,6,6,6,6,7,4,4,6,4,7,6,6,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology),chemistry",NA,1,NA,Hard working and there is no logic for them because there are always exceptions ;DDD,3,6,1,8,0,6,6,4,1,5,0,3,6,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,I am not certain,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Prefer not to answer,NA,"English,Persian / Farsi",NA,Persian / Farsi,NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.968325,62.041,86.15,87.126885,68.86814285714286,NA,
YorkU,Chemistry,CHEM 1000,9e9a85fd6028a6f8,5.666666666666667,1,0.5773502691896258,6,5,6,NA,NA,NA,NA,NA,NA,NA,6,0,0,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4,1.2692955176439846,5,6,4,4,4,6,4,6,4,2,5.3076923076923075,6,1.5432233997508142,5,5,5,5,5,3,5,5,5,7,7,4,7,7,4,7,1,7,6,6,6,2,6,6,6,6,NA,NA,NA,"People within this community are interested in molecule and how everything works in around us such as atom, electrons and so on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Southeast Asian (examples: Filipino, Vietnamese, Cambodian, Thai, Indonesian descent)",NA,I am not certain,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Vietnamese",NA,"English,Vietnamese",NA,Grade 10,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,35,20,0,71.77733333333333,39.166,52.03,68.18276,45.13214285714285,NA,
YorkU,Chemistry,CHEM 1000,a10082097a996c6d,5,3,1.7320508075688772,3,6,6,5.333333333333333,1,0.5773502691896258,5,6,5,0.33333333333333304,6.6,1,0.5477225575051662,7,7,6,6,7,5.8,1,0.44721359549995793,6,6,6,5,6,-0.7999999999999998,2.3,5,1.4181364924121764,2,2,6,2,2,1,2,2,1,3,5.6923076923076925,5,1.3789628209413267,6,6,3,7,7,5,6,5,7,6,7,6,7,6,6,6,2,7,6,6,5,2,6,6,6,6,"other (e.g. social sciences, humanities, business)",global health,3,Mostly working in the lab with different experimentations,Type of person who likes experimenting compounds,3,8,2,2,8,1,8,1,8,9,1,8,9,No,NA,NA,"Southeast Asian (examples: Filipino, Vietnamese, Cambodian, Thai, Indonesian descent)",NA,Yes,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Filipino / Tagalog",NA,Filipino / Tagalog,NA,Grade 9,"Blind/Visually impaired,Mental health condition (e.g., depression, anxiety, etc.)",NA,Other impact(s). Please specify (optional):,my motivation to go to classes,"Concentrating, learning, and/or remembering,Emotional, mental, or psychological health/wellbeing,Energy and fatigue,Executive functioning (i.e., planning, focussing, prioritizing tasks, managing time, etc.)",NA,12,30,10,12,71.02459999999999,55.334,NA,58.67888,NA,NA,
YorkU,Chemistry,CHEM 1000,a114912b0ee05e26,3.6666666666666665,2,1.1547005383792515,3,3,5,3.6666666666666665,4,2.081665999466133,2,6,3,0,6,2,1,6,7,5,5,7,5.8,1,0.44721359549995793,6,6,5,6,6,-0.20000000000000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mathematics,NA,0,A person who likes chemistry,"I think of people who are passionate about chemistry as well as the science field in general. I think of people who look to either go research in the chemistry field or work in the medical profession, etc.",3,9,7,9,3,2,3,3,3,7,7,3,3,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,Yes,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,English,NA,English,NA,Kindergarten or earlier,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,10,2,0,74.17921666666668,50.416,61.49,77.47879,54.39871428571429,NA,
YorkU,Chemistry,CHEM 1000,a17037443398a4f0,3.6666666666666665,5,2.5166114784235836,4,1,6,NA,NA,NA,NA,NA,NA,NA,2.6,3,1.51657508881031,3,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,It’s hard to imagine it as someone with a different career path. You honestly never know who is in what program at York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Latino (examples: Latin American, Hispanic descent)",NA,I am not certain,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Bisexual,NA,"English,Spanish",NA,English,NA,University or equivalent,"Mental health condition (e.g., depression, anxiety, etc.)",NA,How included I feel in a class,NA,"Concentrating, learning, and/or remembering,Emotional, mental, or psychological health/wellbeing,Energy and fatigue,Executive functioning (i.e., planning, focussing, prioritizing tasks, managing time, etc.)",NA,15,15,0,0,62.88708333333334,NA,35.81,48.87407,NA,NA,
YorkU,Chemistry,CHEM 1000,a38527082412e9a0,4.666666666666667,4,2.0816659994661326,3,7,4,4.333333333333333,5,2.516611478423583,2,7,4,-0.3333333333333339,6.2,1,0.44721359549995793,6,6,6,6,7,6.6,1,0.5477225575051661,6,7,7,7,6,0.39999999999999947,1,0,0,1,1,1,1,1,1,1,1,1,1,4.230769230769231,6,1.6566880770426835,5,2,3,5,6,7,3,6,6,4,3,3,4,2,1,4,6,4,4,6,4,6,1,5,6,4,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,1,"I see a very intelligent person, someone who knows everything about Science, who is always immersed in books and who is ready to do anything to find what he is looking for; even if what he has to do to achieve his goal is bad.","I see an intellectual who I live only for science and who succeeds in everything and has only good grades, a person who spends his time watching documentaries on chemistry and who a have a kit of the perfect chimist.",3,2,0,4,6,6,6,0,7,10,2,5,0,No,NA,NA,"Black (examples: African, Afro-Caribbean, African-Canadian descent)",NA,I am not certain,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Heterosexual/Straight,NA,"English,French,Not listed. Please specify (optional):",Lingala,English,NA,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,3,0,0,67.73906666666667,34.416,29.05,55.95772000000001,32.95242857142857,NA,
YorkU,Chemistry,CHEM 1000,a5e1bc5c117a123c,3.6666666666666665,2,1.1547005383792515,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.97136666666667,45.25,70.95,76.72265999999999,53.14214285714286,NA,
YorkU,Chemistry,CHEM 1000,a9f354bf46ff965f,3,3,1.7320508075688772,4,1,4,NA,NA,NA,NA,NA,NA,NA,4.4,3,1.51657508881031,4,6,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,people who work with chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Black (examples: African, Afro-Caribbean, African-Canadian descent)",NA,Yes,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,Not listed. Please specify (optional):,kenyan,Not listed. Please specify (optional):,swahili,University or equivalent,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,0,0,0,0,53.203075,30,43.24,53.746435,36.54342857142857,NA,
YorkU,Chemistry,CHEM 1000,abbff0cb80af4b16,4.333333333333333,1,0.5773502691896258,4,5,4,NA,NA,NA,NA,NA,NA,NA,4.8,1,0.44721359549995787,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I see smart hardworking people spending time on projects that are helpful to both humankind and nature.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,Prefer not to answer,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"English,Persian / Farsi",NA,Persian / Farsi,NA,University or equivalent,"Mental health condition (e.g., depression, anxiety, etc.)",NA,None of the above,NA,"Emotional, mental, or psychological health/wellbeing,Energy and fatigue",NA,0,15,6,0,55.35040000000001,49.875,58.11,65.31312,53.647285714285715,NA,
YorkU,Chemistry,CHEM 1000,b05c100a91a1f84c,2.3333333333333335,1,0.5773502691896258,2,2,3,NA,NA,NA,NA,NA,NA,NA,5.6,1,0.5477225575051662,5,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,people who know chemistry very well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"South Asian (examples: East Indian, Pakistani, Bangladeshi, Sri Lankan, Indo-Caribbean descent)",NA,Prefer not to answer,At least one of my parents/guardians has completed a university degree,Man,NA,No,NA,Asexual,NA,Persian / Farsi,NA,Persian / Farsi,NA,Grade 8,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,4,6,4,5,65.51945833333335,31.75,21.62,49.839725,28.057428571428574,NA,
YorkU,Chemistry,CHEM 1000,b08ef31a2304e374,NA,NA,NA,NA,NA,NA,7,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"biological sciences (e.g. biochemistry, biology, biotechnology, botany, ecology, evolution, molecular biology, neuroscience, physiology)",NA,2,NA,"Studious, attentive, detail-oriented",3,9,8,9,1,1,10,9,0,8,10,10,6,No,NA,NA,"Middle Eastern / West Asian (examples: Arab, Persian, Egyptian, Iranian, Turkish)",NA,No,At least one of my parents/guardians has completed a university degree,Woman,NA,No,NA,Heterosexual/Straight,NA,"Arabic,English,Persian / Farsi",NA,Persian / Farsi,NA,Grade 11,I don't have a disability or ongoing medical condition,NA,NA,NA,NA,NA,20,15,10,0,74.916625,53.959,85.14,86.842625,64.23314285714287,NA,
YorkU,Chemistry,CHEM 1000,b724cbc71a0b312b,3.6666666666666665,4,2.081665999466133,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.62529166666667,NA,NA,34.925705,NA,NA,
